Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,2,Export,276,Germany,DEU,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,182,,,,1649,,433702,,,0
H5,2018,2018,2018,6,1,1,Import,288,Ghana,GHA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,491,,1018,,,2
H5,2018,2018,2018,6,1,1,Import,300,Greece,GRC,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,12795,,,,131933,,648929,,,0
H5,2018,2018,2018,6,1,1,Import,304,Greenland,GRL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,1587,,4716,,,2
H5,2018,2018,2018,6,1,1,Import,320,Guatemala,GTM,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,12951,,651351,,,2
H5,2018,2018,2018,6,1,1,Import,340,Honduras,HND,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,9898,,496148,,,2
H5,2018,2018,2018,6,1,1,Import,344,"China, Hong Kong SAR",HKG,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,21296,,,,339541,,5011166,,,4
H5,2018,2018,2018,6,1,2,Export,344,"China, Hong Kong SAR",HKG,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,219,,,,591,,16077,,,4
H5,2018,2018,2018,6,1,1,Import,348,Hungary,HUN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,4656,,,,64640,,482584,,,0
H5,2018,2018,2018,6,1,2,Export,348,Hungary,HUN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1,,,,15,,1000,,,0
H5,2018,2018,2018,6,1,1,Import,352,Iceland,ISL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,891,,,,17307,,1075834,,,0
H5,2018,2018,2018,6,1,1,Import,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,40734,,1648795,,,2
H5,2018,2018,2018,6,1,2,Export,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,62,,4793,,,2
H5,2018,2018,2018,6,1,1,Import,364,Iran,IRN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,2795,,19736,,,2
H5,2018,2018,2018,6,1,1,Import,372,Ireland,IRL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,52370,,1820488,,,2
H5,2018,2018,2018,6,1,1,Import,376,Israel,ISR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,616114,,9093000,,,6
H5,2018,2018,2018,6,1,2,Export,376,Israel,ISR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,257,,7000,,,6
H5,2018,2018,2018,6,1,1,Import,381,Italy,ITA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,37426,,,,489542,,22865611,,,0
H5,2018,2018,2018,6,1,2,Export,381,Italy,ITA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,60,,,,554,,151899,,,0
H5,2018,2018,2018,6,1,1,Import,384,Côte d'Ivoire,CIV,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,14,,24,,,2
H5,2018,2018,2018,6,1,1,Import,388,Jamaica,JAM,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,360,,7114,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,142148,,,,5611856,,82823274,,,4
H5,2018,2018,2018,6,1,2,Export,392,Japan,JPN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,16,,,,633,,17203,,,4
H5,2018,2018,2018,6,1,1,Import,398,Kazakhstan,KAZ,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,24013,,279866,,,2
H5,2018,2018,2018,6,1,1,Import,410,Rep. of Korea,KOR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,391408,,37287122,,,2
H5,2018,2018,2018,6,1,2,Export,410,Rep. of Korea,KOR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,42,,4597,,,2
H5,2018,2018,2018,6,1,1,Import,414,Kuwait,KWT,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,570,,,,2389,,71561,,,0
H5,2018,2018,2018,6,1,1,Import,417,Kyrgyzstan,KGZ,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,6,,,,48,,1511,,,0
H5,2018,2018,2018,6,1,1,Import,422,Lebanon,LBN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,2415,,183030,,,2
H5,2018,2018,2018,6,1,1,Import,428,Latvia,LVA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,4896,,,,72850,,973092,,,0
H5,2018,2018,2018,6,1,2,Export,428,Latvia,LVA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,2,,,,36,,4377,,,0
H5,2018,2018,2018,6,1,1,Import,440,Lithuania,LTU,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1119,,,,14960,,248475,,,0
H5,2018,2018,2018,6,1,1,Import,442,Luxembourg,LUX,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1838,,,,129509,,2209109,,,0
H5,2018,2018,2018,6,1,1,Import,446,"China, Macao SAR",MAC,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,482,,8379,,,2
H5,2018,2018,2018,6,1,1,Import,458,Malaysia,MYS,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,4143,,,,220018,,3247164,,,4
H5,2018,2018,2018,6,1,2,Export,458,Malaysia,MYS,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,71,,,,1901,,51651,,,4
H5,2018,2018,2018,6,1,1,Import,462,Maldives,MDV,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,510,,,,2855,,42140,,,4
H5,2018,2018,2018,6,1,1,Import,470,Malta,MLT,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,20,,,,283,,3961,,,0
H5,2018,2018,2018,6,1,1,Import,480,Mauritius,MUS,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,5162,,,,27904,,399009,,,2
H5,2018,2018,2018,6,1,1,Import,496,Mongolia,MNG,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,366,,,,4718,,121235,,,0
H5,2018,2018,2018,6,1,1,Import,499,Montenegro,MNE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,53,,,,808,,4863,,,0
H5,2018,2018,2018,6,1,1,Import,504,Morocco,MAR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,57,,,,753,,48734,,,0
H5,2018,2018,2018,6,1,1,Import,516,Namibia,NAM,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,70,,1037,,,6
H5,2018,2018,2018,6,1,1,Import,528,Netherlands,NLD,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,193995,,,,2715952,,149741578,,,0
H5,2018,2018,2018,6,1,2,Export,528,Netherlands,NLD,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,116,,,,1624,,18513,,,0
H5,2018,2018,2018,6,1,1,Import,554,New Zealand,NZL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,34631,,,,2432841,,35905395,,,4
H5,2018,2018,2018,6,1,1,Import,558,Nicaragua,NIC,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,7966,,99593,,,2
H5,2018,2018,2018,6,1,1,Import,579,Norway,NOR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,76294,,,,1029722,,30661346,,,0
H5,2018,2018,2018,6,1,1,Import,585,Palau,PLW,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1,,,,,,135,,,0
H5,2018,2018,2018,6,1,1,Import,586,Pakistan,PAK,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1080,,,,992,,14653,,,4
H5,2018,2018,2018,6,1,1,Import,600,Paraguay,PRY,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,27660,,1294457,,,2
H5,2018,2018,2018,6,1,1,Import,604,Peru,PER,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,4278,,,,73049,,3100399,,,0
H5,2018,2018,2018,6,1,1,Import,616,Poland,POL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,47207,,,,659644,,12581119,,,0
H5,2018,2018,2018,6,1,1,Import,620,Portugal,PRT,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,221,,21957,,,2
H5,2018,2018,2018,6,1,1,Import,642,Romania,ROU,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,4473,,,,71355,,714415,,,0
H5,2018,2018,2018,6,1,1,Import,643,Russian Federation,RUS,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,35790,,,,607942,,10486883,,,0
H5,2018,2018,2018,6,1,1,Import,646,Rwanda,RWA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,74,,21697,,,2
H5,2018,2018,2018,6,1,1,Import,688,Serbia,SRB,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,2035,,25729,,,2
H5,2018,2018,2018,6,1,1,Import,690,Seychelles,SYC,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,2,,,,1,,449,,,0
H5,2018,2018,2018,6,1,1,Import,699,India,IND,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1751,,,,80164,,1183116,,,4
H5,2018,2018,2018,6,1,2,Export,699,India,IND,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,2,,,,18,,503,,,4
H5,2018,2018,2018,6,1,1,Import,702,Singapore,SGP,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,10644,,,,501104,,7395611,,,4
H5,2018,2018,2018,6,1,2,Export,702,Singapore,SGP,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,96,,,,3013,,81838,,,4
H5,2018,2018,2018,6,1,1,Import,703,Slovakia,SVK,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,8736,,,,123936,,4717626,,,0
H5,2018,2018,2018,6,1,1,Import,704,Viet Nam,VNM,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,21530,,317762,,,6
H5,2018,2018,2018,6,1,2,Export,704,Viet Nam,VNM,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,2468,,67041,,,6
H5,2018,2018,2018,6,1,1,Import,705,Slovenia,SVN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,9203,,,,129001,,5930538,,,0
H5,2018,2018,2018,6,1,1,Import,710,South Africa,ZAF,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",7,Volume in litres,1358655,,,,1358655,,12339006,,,0
H5,2018,2018,2018,6,1,2,Export,710,South Africa,ZAF,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,3021,,232,,,2
H5,2018,2018,2018,6,1,3,Re-Export,710,South Africa,ZAF,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",7,Volume in litres,795,,,,795,,5,,,0
H5,2018,2018,2018,6,1,1,Import,724,Spain,ESP,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,94513,,,,850392,,46213031,,,0
H5,2018,2018,2018,6,1,2,Export,724,Spain,ESP,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,33,,,,368,,36974,,,0
H5,2018,2018,2018,6,1,1,Import,748,Eswatini,SWZ,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,98,,815,,,0
H5,2018,2018,2018,6,1,1,Import,752,Sweden,SWE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,117048,,,,1514622,,18466386,,,4
H5,2018,2018,2018,6,1,2,Export,752,Sweden,SWE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1,,,,413,,6906,,,4
H5,2018,2018,2018,6,1,1,Import,757,Switzerland,CHE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,836,,,,696193,,49388686,,,0
H5,2018,2018,2018,6,1,2,Export,757,Switzerland,CHE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,76,,,,53,,9485,,,0
H5,2018,2018,2018,6,1,1,Import,764,Thailand,THA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,57554,,5145500,,,2
H5,2018,2018,2018,6,1,2,Export,764,Thailand,THA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,1847,,77908,,,2
H5,2018,2018,2018,6,1,3,Re-Export,764,Thailand,THA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",8,Weight in kilograms,31,,,,31,,450,,,0
H5,2018,2018,2018,6,1,1,Import,784,United Arab Emirates,ARE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,52046,,2562088,,,2
H5,2018,2018,2018,6,1,1,Import,792,Turkey,TUR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1678,,,,22250,,739840,,,0
H5,2018,2018,2018,6,1,1,Import,807,North Macedonia,MKD,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,255,,,,5221,,135128,,,0
H5,2018,2018,2018,6,1,1,Import,826,United Kingdom,GBR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,231473,,,,3517246,,87937332,,,0
H5,2018,2018,2018,6,1,2,Export,826,United Kingdom,GBR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1198,,,,8688,,490940,,,0
H5,2018,2018,2018,6,1,1,Import,834,United Rep. of Tanzania,TZA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,2887,,2987,,,2
H5,2018,2018,2018,6,1,1,Import,842,USA,USA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,622240,,,,31260023,,461354902,,,4
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,706,,,,0,,264202,,,4
H5,2018,2018,2018,6,1,3,Re-Export,842,USA,USA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,128,,,,0,,128688,,,0
H5,2018,2018,2018,6,1,1,Import,858,Uruguay,URY,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1296,,,,19090,,1123223,,,0
H5,2018,2018,2018,6,1,1,Import,894,Zambia,ZMB,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,32073,,12335,,,2
H5,2019,2019,2019,6,1,1,Import,31,Azerbaijan,AZE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,136,,,,1957,,13325,,,0
H5,2019,2019,2019,6,1,1,Import,32,Argentina,ARG,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,5075,,,,68128,,5983254,,,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,93740,,,,,,78279808,,,4
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,223426,,17399940,,,2
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,124,,47257,,,2
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,31966,,,,514688,,42271465,,,0
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1,,,,10,,1480,,,0
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,7873,,126092,,,2
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,10779,,,,135688,,15125729,,,0
H5,2019,2019,2019,6,1,1,Import,84,Belize,BLZ,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,243739,,334232,,,2
H5,2019,2019,2019,6,1,1,Import,96,Brunei Darussalam,BRN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,95,,,,,,159961,,,4
H5,2019,2019,2019,6,1,2,Export,96,Brunei Darussalam,BRN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,2,,,,,,1107,,,4
H5,2019,2019,2019,6,1,1,Import,100,Bulgaria,BGR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1270,,,,11728,,61183,,,0
H5,2019,2019,2019,6,1,2,Export,100,Bulgaria,BGR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1,,,,9,,590,,,0
H5,2019,2019,2019,6,1,1,Import,104,Myanmar,MMR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,8,,,,,,590,,,4
H5,2019,2019,2019,6,1,1,Import,112,Belarus,BLR,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,11650,,,,139712,,528200,,,0
H5,2019,2019,2019,6,1,2,Export,116,Cambodia,KHM,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,6512,,161785,,,2
H5,2019,2019,2019,6,1,1,Import,124,Canada,CAN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,85900,,,,,,86175167,,,0
H5,2019,2019,2019,6,1,2,Export,124,Canada,CAN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,6,,,,,,5742,,,4
H5,2019,2019,2019,6,1,1,Import,152,Chile,CHL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,11069,,,,,,11976672,,,4
H5,2019,2019,2019,6,1,1,Import,156,China,CHN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,22833,,,,242273,,20899559,,,0
H5,2019,2019,2019,6,1,2,Export,156,China,CHN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,477007,,,,5859296,,33894382,,,0
H5,2019,2019,2019,6,1,1,Import,170,Colombia,COL,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,13593,,,,164262,,11275175,,,0
H5,2019,2019,2019,6,1,1,Import,188,Costa Rica,CRI,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,60281,,3826176,,,2
H5,2019,2019,2019,6,1,2,Export,188,Costa Rica,CRI,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,174,,174,,,2
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,1384,,,,19994,,286818,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,714,,,,716,,121449,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,58172,,,,771706,,27501871,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,2,,,,37,,5037,,,0
H5,2019,2019,2019,6,1,1,Import,208,Denmark,DNK,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,29966,,,,403940,,5965692,,,0
H5,2019,2019,2019,6,1,1,Import,218,Ecuador,ECU,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,12852,,393809,,,2
H5,2019,2019,2019,6,1,1,Import,222,El Salvador,SLV,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,4531,,276871,,,2
H5,2019,2019,2019,6,1,1,Import,233,Estonia,EST,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,3128,,,,35044,,986125,,,0
H5,2019,2019,2019,6,1,1,Import,246,Finland,FIN,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,3236,,,,5085,,10902770,,,6
H5,2019,2019,2019,6,1,1,Import,251,France,FRA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,649720,,50985821,,,6
H5,2019,2019,2019,6,1,2,Export,251,France,FRA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,682,,61194,,,2
H5,2019,2019,2019,6,1,1,Import,276,Germany,DEU,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,85270,,,,1066600,,42344892,,,0
H5,2019,2019,2019,6,1,2,Export,276,Germany,DEU,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",5,Number of items,88,,,,863,,277196,,,0
H5,2019,2019,2019,6,1,1,Import,288,Ghana,GHA,490,"Other Asia, nes",,,,,,,,,871200,"Bicycles and other cycles; including delivery tricycles, not motorised",1,No Quantity,0,,,,12223,,75467,,,0
